unit_number,time_in_cycles,actual_RUL,predicted_RUL,error,sensor_14_roc,sensor_2_roc,risk_level
1,57,135,123.0366,-11.963401794433594,0.07999999999992724,-0.36000000000001364,Low
1,58,134,120.989655,-13.010345458984375,-3.399999999999636,-0.2300000000000182,Low
1,59,133,122.01113,-10.988868713378906,-3.269999999999527,0.43000000000006366,Low
1,60,132,120.215294,-11.784706115722656,4.079999999999927,0.009999999999990905,Low
1,61,131,117.37365,-13.626350402832031,-1.230000000000473,-0.2400000000000091,Low
1,62,130,118.57956,-11.420440673828125,0.6199999999998909,0.06999999999993634,Low
1,63,129,116.60786,-12.392143249511719,-1.550000000000182,0.43000000000006366,Low
1,64,128,115.30648,-12.693519592285156,-2.5799999999999272,-0.37000000000000455,Low
1,65,127,114.61295,-12.387046813964844,4.789999999999964,0.049999999999954525,Low
1,66,126,118.57558,-7.4244232177734375,-4.619999999999891,0.22000000000002728,Low
1,67,125,120.33147,-4.6685333251953125,5.75,-0.16999999999995907,Low
1,68,124,116.39571,-7.604286193847656,-1.6799999999993815,0.17999999999994998,Low
1,69,123,117.69113,-5.308868408203125,-3.2600000000002183,-0.06999999999993634,Low
1,70,122,117.600716,-4.399284362792969,1.2299999999995634,-0.22000000000002728,Low
1,71,121,113.254745,-7.7452545166015625,3.9200000000000728,-0.009999999999990905,Low
1,72,120,113.612144,-6.387855529785156,-0.32999999999992724,0.1999999999999318,Low
1,73,119,119.99528,0.9952774047851562,-4.099999999999454,-0.12000000000000455,Low
1,74,118,108.97384,-9.026161193847656,2.819999999999709,0.6700000000000728,Low
1,75,117,112.19164,-4.808357238769531,-2.5399999999999636,-1.0,Low
1,76,116,108.59886,-7.4011383056640625,6.309999999999491,0.25,Low
1,77,115,113.049805,-1.9501953125,-1.1899999999995998,0.33999999999991815,Low
1,78,114,110.23512,-3.7648773193359375,-1.3400000000001455,-0.5599999999999454,Low
1,79,113,108.35004,-4.64996337890625,1.4899999999997817,0.12999999999999545,Low
1,80,112,104.67687,-7.323127746582031,-0.7399999999997817,-0.17999999999994998,Low
1,81,111,103.98781,-7.0121917724609375,-5.789999999999964,0.7899999999999636,Low
1,82,110,110.48816,0.4881591796875,5.170000000000073,-0.6900000000000546,Low
1,83,109,113.30512,4.305122375488281,-2.7200000000002547,0.6200000000000045,Low
1,84,108,114.979,6.978996276855469,0.22000000000025466,-0.01999999999998181,Low
1,85,107,112.20018,5.2001800537109375,3.7700000000004366,-0.36000000000001364,Low
1,86,106,114.59815,8.598152160644531,-5.25,-0.4399999999999409,Low
1,87,105,106.78849,1.7884902954101562,0.3499999999994543,0.4900000000000091,Low
1,88,104,110.60445,6.6044464111328125,1.0600000000004002,-0.37000000000000455,Low
1,89,103,111.87735,8.877349853515625,3.6799999999993815,0.2799999999999727,Low
1,90,102,112.41618,10.416183471679688,-5.4299999999993815,0.42999999999995,Low
1,91,101,113.162735,12.162734985351562,4.6799999999993815,-0.6899999999999409,Low
1,92,100,113.536,13.536003112792969,-3.009999999999309,0.9099999999999682,Low
1,93,99,111.77682,12.776817321777344,1.7599999999993088,-0.03999999999996362,Low
1,94,98,109.180916,11.180915832519531,-0.75,-0.39999999999997726,Low
1,95,97,115.35084,18.35083770751953,-0.7699999999995271,0.40999999999996817,Low
1,96,96,112.24136,16.241363525390625,-0.9400000000005093,-0.6699999999999591,Low
1,97,95,114.60968,19.60968017578125,-1.949999999999818,-0.12000000000000455,Low
1,98,94,114.01424,20.014236450195312,-0.8499999999994543,-0.07000000000005002,Low
1,99,93,112.47637,19.47637176513672,3.880000000000109,0.4600000000000364,Low
1,100,92,112.88068,20.88067626953125,0.7199999999993452,-0.2400000000000091,Low
1,101,91,114.33353,23.333526611328125,-6.519999999999527,0.5299999999999727,Low
1,102,90,112.36477,22.364768981933594,4.4299999999993815,0.10000000000002274,Low
1,103,89,115.21337,26.21337127685547,-6.0,-0.6399999999999864,Low
1,104,88,117.769394,29.769393920898438,7.490000000000691,0.07999999999992724,Low
1,105,87,119.01266,32.012657165527344,2.119999999999891,-0.2799999999999727,Low
1,106,86,119.279144,33.279144287109375,-7.630000000000109,0.6699999999999591,Low
1,107,85,125.93229,40.932289123535156,6.019999999999527,-0.14999999999997726,Low
1,108,84,118.23751,34.237510681152344,-0.8799999999991996,0.9600000000000364,Low
1,109,83,117.638,34.63800048828125,-0.5500000000001819,-1.0,Low
1,110,82,115.78263,33.782630920410156,-3.8100000000004,0.05999999999994543,Low
1,111,81,117.41313,36.41313171386719,5.239999999999782,0.12000000000000455,Low
1,112,80,123.50149,43.501487731933594,-0.8799999999991996,-0.009999999999990905,Low
1,113,79,120.99917,41.999168395996094,-2.2000000000007276,0.01999999999998181,Low
1,114,78,120.43086,42.43086242675781,3.0399999999999636,-0.37000000000000455,Low
1,115,77,119.44358,42.443580627441406,-4.759999999999309,0.35000000000002274,Low
1,116,76,114.68526,38.68525695800781,6.859999999999673,-0.01999999999998181,Low
1,117,75,113.1308,38.13079833984375,-8.340000000000146,-0.2599999999999909,Low
1,118,74,120.184074,46.18407440185547,9.090000000000146,-0.03999999999996362,Low
1,119,73,122.295815,49.295814514160156,-11.359999999999673,0.32999999999992724,Low
1,120,72,121.843124,49.84312438964844,1.7199999999993452,0.13999999999998636,Low
1,121,71,120.78102,49.78102111816406,8.36999999999989,-0.17999999999994998,Low
1,122,70,113.57806,43.57805633544922,-2.1299999999991996,0.6699999999999591,Low
1,123,69,117.29931,48.29930877685547,-2.0900000000001455,0.09000000000003183,Low
1,124,68,116.684654,48.684654235839844,4.099999999999454,-0.9099999999999682,Low
1,125,67,116.59036,49.590362548828125,-7.489999999999782,0.4800000000000182,Low
1,126,66,107.02837,41.02837371826172,4.609999999999673,-0.4700000000000273,Low
1,127,65,111.6927,46.69270324707031,2.0600000000004,0.5,Low
1,128,64,114.50507,50.50507354736328,-0.9200000000000728,-0.5199999999999818,Low
1,129,63,113.29573,50.29573059082031,-4.75,-0.06000000000005912,Low
1,130,62,112.66317,50.663169860839844,-2.0399999999999636,0.2900000000000773,Low
1,131,61,118.26399,57.26399230957031,1.0900000000001455,0.30999999999994543,Low
1,132,60,114.89424,54.89424133300781,2.5399999999999636,0.18000000000006366,Low
1,133,59,107.71829,48.718292236328125,2.0100000000002183,-0.7400000000000091,Low
1,134,58,111.81835,53.81835174560547,0.36999999999989086,0.39999999999997726,Low
1,135,57,108.80095,51.80094909667969,-1.9600000000000364,-0.39999999999997726,Low
1,136,56,107.84215,51.84214782714844,1.0900000000001455,0.38999999999998636,Low
1,137,55,105.9077,50.90769958496094,-1.6199999999998909,-0.41000000000008185,Low
1,138,54,109.56098,55.56098175048828,0.8599999999996726,0.36000000000001364,Low
1,139,53,103.12338,50.123382568359375,-4.699999999999818,0.32000000000005,Low
1,140,52,103.51912,51.51911926269531,5.300000000000182,-0.06000000000005912,Low
1,141,51,108.82868,57.82868194580078,-9.340000000000146,-0.6599999999999682,Low
1,142,50,110.44814,60.448143005371094,3.9399999999996,0.12000000000000455,Low
1,143,49,109.31401,60.31401062011719,1.9400000000005093,0.2599999999999909,Low
1,144,48,106.966194,58.96619415283203,-1.3400000000001455,0.32000000000005,Low
1,145,47,94.65418,47.65418243408203,5.4399999999996,-0.13999999999998636,Low
1,146,46,104.11444,58.11444091796875,-1.7200000000002547,-0.2300000000000182,Low
1,147,45,97.91371,52.91371154785156,-3.0599999999994907,-0.4700000000000273,Low
1,148,44,98.13108,54.131080627441406,-1.6500000000005457,0.7699999999999818,Low
1,149,43,93.86642,50.866416931152344,-0.13999999999941792,-0.12000000000000455,Low
1,150,42,88.1706,46.17060089111328,-1.3500000000003638,0.15999999999996817,Low
1,151,41,88.73146,47.73146057128906,4.220000000000255,-0.2399999999998954,Low
1,152,40,80.420135,40.420135498046875,-8.210000000000036,-0.15000000000009095,Low
1,153,39,76.31992,37.319923400878906,5.140000000000327,0.32000000000005,Medium
1,154,38,65.84711,27.84710693359375,5.099999999999454,-0.18000000000006366,Medium
1,155,37,56.20223,19.202228546142578,-8.829999999999927,0.020000000000095497,Medium
1,156,36,52.701378,16.701377868652344,8.069999999999709,0.2099999999999227,Medium
1,157,35,48.091976,13.091976165771484,-3.4099999999998545,-0.8399999999999181,Medium
1,158,34,46.315907,12.315906524658203,1.2600000000002183,0.67999999999995,Medium
1,159,33,60.0839,27.083900451660156,1.2799999999997453,0.009999999999990905,Medium
1,160,32,60.505157,28.505157470703125,-4.9299999999993815,0.5600000000000591,Medium
1,161,31,65.516106,34.51610565185547,4.289999999999964,-0.4500000000000455,Medium
1,162,30,53.40626,23.406261444091797,-3.199999999999818,0.14999999999997726,Medium
1,163,29,41.3206,12.320598602294922,0.2899999999999636,-0.2999999999999545,Medium
1,164,28,41.66684,13.666839599609375,0.569999999999709,0.31999999999993634,Medium
1,165,27,40.81872,13.818721771240234,1.8999999999996362,-0.40999999999996817,Medium
1,166,26,40.07754,14.07754135131836,-7.389999999999418,0.5800000000000409,Medium
1,167,25,38.763657,13.763656616210938,3.269999999999527,-0.32000000000005,Medium
1,168,24,36.23386,12.23386001586914,2.0299999999997453,-0.34000000000003183,Medium
1,169,23,35.569313,12.569313049316406,0.8600000000005821,0.5200000000000955,Medium
1,170,22,37.59988,15.59988021850586,-3.5399999999999636,-0.2800000000000864,Medium
1,171,21,37.550587,16.550586700439453,3.1099999999996726,0.34000000000003183,Medium
1,172,20,36.4554,16.455398559570312,-4.789999999999964,0.07000000000005002,Medium
1,173,19,41.04976,22.049758911132812,1.5600000000004002,-0.36000000000001364,Medium
1,174,18,37.989838,19.989837646484375,-2.4700000000002547,-0.3300000000000409,Medium
1,175,17,28.92828,11.928279876708984,6.5900000000001455,0.9700000000000273,High
1,176,16,32.158657,16.15865707397461,-1.9600000000000364,-0.75,Medium
1,177,15,23.168821,8.168821334838867,-3.6900000000005093,0.92999999999995,High
1,178,14,16.794674,2.7946739196777344,-3.5499999999992724,-0.40999999999996817,High
1,179,13,19.689499,6.6894989013671875,0.27999999999974534,-0.5199999999999818,High
1,180,12,20.204088,8.20408821105957,5.729999999999563,0.7200000000000273,High
1,181,11,19.12257,8.122570037841797,-7.779999999999745,-0.13999999999998636,High
1,182,10,17.994598,7.994598388671875,4.880000000000109,0.7699999999999818,High
1,183,9,18.568604,9.568603515625,-1.8699999999998909,-0.9700000000000273,High
1,184,8,10.860524,2.8605241775512695,-2.1900000000005093,0.8300000000000409,High
1,185,7,11.611202,4.611202239990234,-1.9200000000000728,-0.2700000000000955,High
1,186,6,10.399387,4.399387359619141,9.760000000000218,-0.2899999999999636,High
1,187,5,8.806037,3.806036949157715,-7.779999999999745,-0.18999999999994088,High
1,188,4,6.274059,2.2740588188171387,2.019999999999527,0.42999999999995,High
1,189,3,4.700628,1.7006278038024902,-0.17999999999938154,0.42999999999995,High
1,190,2,4.208123,2.208123207092285,-4.930000000000291,-0.5399999999999636,High
1,191,1,3.8335361,2.833536148071289,2.0299999999997453,-0.2999999999999545,High
1,192,0,4.382165,4.38216495513916,-3.6799999999993815,0.1999999999999318,High
5,1,268,125.09321,-142.90679168701172,0.0,0.0,Low
5,2,267,119.320915,-147.67908477783203,0.819999999999709,0.6499999999999773,Low
5,3,266,118.430145,-147.56985473632812,-4.619999999999891,-0.34999999999990905,Low
5,4,265,124.43854,-140.56146240234375,0.3900000000003274,0.009999999999990905,Low
5,5,264,125.359955,-138.64004516601562,-1.1200000000008004,-0.05000000000006821,Low
5,6,263,124.88347,-138.1165313720703,0.3400000000001455,0.2900000000000773,Low
5,7,262,123.24144,-138.75856018066406,3.0700000000006185,0.4599999999999227,Low
5,8,261,124.31532,-136.68467712402344,-5.670000000000073,-0.2899999999999636,Low
5,9,260,124.16265,-135.83734893798828,3.3599999999996726,-0.7999999999999545,Low
5,10,259,124.61376,-134.38623809814453,-2.180000000000291,0.4899999999998954,Low
5,11,258,124.909225,-133.0907745361328,0.11999999999989086,-0.2799999999999727,Low
5,12,257,124.3772,-132.622802734375,0.5100000000002183,0.07000000000005002,Low
5,13,256,123.516754,-132.48324584960938,2.449999999999818,-0.07000000000005002,Low
5,14,255,123.87347,-131.12653350830078,3.7100000000000364,0.029999999999972715,Low
5,15,254,124.16986,-129.83013916015625,-9.25,-0.049999999999954525,Low
5,16,253,124.19315,-128.80684661865234,0.4400000000005093,-0.32000000000005,Low
5,17,252,123.397415,-128.6025848388672,8.849999999999454,0.44000000000005457,Low
5,18,251,124.15525,-126.8447494506836,-9.639999999999418,0.049999999999954525,Low
5,19,250,124.85733,-125.14266967773438,7.949999999999818,0.3100000000000591,Low
5,20,249,124.288765,-124.71123504638672,-4.359999999999673,-0.09000000000003183,Low
5,21,248,123.3959,-124.6041030883789,2.6099999999996726,-0.22000000000002728,Low
5,22,247,123.75971,-123.24028778076172,-1.9600000000000364,0.3300000000000409,Low
5,23,246,124.86038,-121.13961791992188,7.300000000000182,-0.8099999999999454,Low
5,24,245,125.05842,-119.94158172607422,0.6999999999998181,0.5599999999999454,Low
5,25,244,124.96002,-119.03997802734375,-11.670000000000073,-0.08000000000004093,Low
5,26,243,125.09024,-117.90975952148438,1.6700000000000728,-0.4399999999999409,Low
5,27,242,124.772545,-117.22745513916016,7.880000000000109,0.6100000000000136,Low
5,28,241,125.20157,-115.79843139648438,-5.430000000000291,-0.25,Low
5,29,240,124.85835,-115.14164733886719,-0.819999999999709,0.5099999999999909,Low
5,30,239,125.00129,-113.99871063232422,2.4799999999995634,0.17999999999994998,Low
5,31,238,125.41533,-112.58467102050781,-3.8299999999999272,-0.6000000000000227,Low
5,32,237,125.65899,-111.34101104736328,0.010000000000218279,0.35000000000002274,Low
5,33,236,125.25606,-110.74394226074219,3.399999999999636,-0.6499999999999773,Low
5,34,235,124.33188,-110.66812133789062,1.480000000000473,-0.08000000000004093,Low
5,35,234,124.115555,-109.88444519042969,-7.6899999999996,0.4800000000000182,Low
5,36,233,123.43965,-109.56034851074219,6.589999999999236,-0.8600000000000136,Low
5,37,232,124.02877,-107.97122955322266,4.430000000000291,0.7400000000000091,Low
5,38,231,123.5807,-107.41929626464844,-6.329999999999927,0.34000000000003183,Low
5,39,230,123.9062,-106.09380340576172,0.14000000000032742,-0.5599999999999454,Low
5,40,229,124.55588,-104.44412231445312,2.6700000000000728,0.9399999999999409,Low
5,41,228,124.6947,-103.3052978515625,-1.0400000000008731,0.06000000000005912,Low
5,42,227,123.80506,-103.19493865966797,4.0600000000004,-0.900000000000091,Low
5,43,226,124.079544,-101.92045593261719,1.9099999999998545,-0.13999999999998636,Low
5,44,225,124.55685,-100.44315338134766,-7.920000000000073,-0.009999999999990905,Low
5,45,224,124.72984,-99.27015686035156,-1.769999999999527,0.5500000000000682,Low
5,46,223,125.33836,-97.66163635253906,1.5100000000002183,-0.08000000000004093,Low
5,47,222,125.236244,-96.76375579833984,-0.47000000000025466,-0.2899999999999636,Low
5,48,221,124.8769,-96.12310028076172,-0.3900000000003274,-0.57000000000005,Low
5,49,220,125.15407,-94.84593200683594,6.819999999999709,0.7300000000000182,Low
5,50,219,125.277306,-93.72269439697266,-5.559999999999491,0.09000000000003183,Low
5,51,218,125.667,-92.33300018310547,1.5599999999994907,0.12000000000000455,Low
5,52,217,124.99368,-92.00631713867188,-8.779999999999745,-0.4600000000000364,Low
5,53,216,124.547516,-91.45248413085938,15.390000000000327,0.34000000000003183,Low
5,54,215,124.19035,-90.80964660644531,-5.650000000000546,-0.06000000000005912,Low
5,55,214,124.25661,-89.74339294433594,-3.0799999999999272,-0.15999999999996817,Low
5,56,213,124.74494,-88.25505828857422,1.360000000000582,0.13999999999998636,Low
5,57,212,124.584984,-87.4150161743164,-3.360000000000582,-0.16999999999995907,Low
5,58,211,124.966194,-86.03380584716797,5.910000000000764,0.6599999999999682,Low
5,59,210,124.96299,-85.0370101928711,-2.2200000000002547,-0.5600000000000591,Low
5,60,209,124.48837,-84.51162719726562,-0.11999999999989086,-0.049999999999954525,Low
5,61,208,124.37713,-83.62287139892578,-0.9099999999998545,0.36000000000001364,Low
5,62,207,124.97689,-82.02310943603516,2.719999999999345,-0.4199999999999591,Low
5,63,206,124.73149,-81.26850891113281,-0.6399999999994179,0.2399999999998954,Low
5,64,205,124.766716,-80.23328399658203,1.019999999999527,0.22000000000002728,Low
5,65,204,125.63312,-78.36688232421875,1.1199999999998909,-0.4399999999999409,Low
5,66,203,125.08413,-77.9158706665039,-1.2299999999995634,0.1999999999999318,Low
5,67,202,124.86979,-77.13021087646484,-0.0500000000001819,-0.4900000000000091,Low
5,68,201,124.58884,-76.41116333007812,-4.369999999999891,0.3300000000000409,Low
5,69,200,123.664955,-76.33504486083984,5.269999999999527,-0.10000000000002274,Low
5,70,199,125.39791,-73.60208892822266,-5.989999999999782,-0.03999999999996362,Low
5,71,198,125.26013,-72.7398681640625,9.0,0.4900000000000091,Low
5,72,197,124.81658,-72.18341827392578,-3.649999999999636,-0.5900000000000318,Low
5,73,196,124.93439,-71.06561279296875,2.2399999999997817,0.5199999999999818,Low
5,74,195,125.618614,-69.38138580322266,-4.0600000000004,-0.2300000000000182,Low
5,75,194,125.087326,-68.91267395019531,1.3200000000006185,0.2900000000000773,Low
5,76,193,124.07305,-68.92694854736328,3.469999999999345,-0.05000000000006821,Low
5,77,192,123.16475,-68.83525085449219,-9.509999999999309,0.7000000000000455,Low
5,78,191,122.025894,-68.97410583496094,6.519999999999527,-0.8400000000000318,Low
5,79,190,121.624214,-68.37578582763672,7.710000000000036,0.009999999999990905,Low
5,80,189,121.84619,-67.15380859375,-7.079999999999927,0.01999999999998181,Low
5,81,188,122.44044,-65.55956268310547,-3.149999999999636,0.20000000000004547,Low
5,82,187,120.86268,-66.13732147216797,4.9399999999996,0.12000000000000455,Low
5,83,186,121.199875,-64.80012512207031,-3.0599999999994907,-0.30999999999994543,Low
5,84,185,122.255104,-62.744895935058594,0.5199999999995271,0.39999999999997726,Low
5,85,184,120.00931,-63.990692138671875,-2.8299999999999272,-0.17000000000007276,Low
5,86,183,123.16982,-59.830177307128906,-0.22000000000025466,-0.2099999999999227,Low
5,87,182,121.33896,-60.661041259765625,9.420000000000073,0.17999999999994998,Low
5,88,181,118.738174,-62.26182556152344,-7.970000000000255,-0.009999999999990905,Low
5,89,180,119.094734,-60.90526580810547,2.290000000000873,0.15999999999996817,Low
5,90,179,117.634346,-61.36565399169922,-0.4500000000007276,-0.7899999999999636,Low
5,91,178,117.768936,-60.23106384277344,0.3000000000001819,0.6499999999999773,Low
5,92,177,118.46958,-58.530418395996094,4.0600000000004,-0.4399999999999409,Low
5,93,176,118.477554,-57.52244567871094,-8.770000000000437,0.17999999999994998,Low
5,94,175,118.38763,-56.61237335205078,0.9099999999998545,0.3000000000000682,Low
5,95,174,123.28041,-50.71958923339844,3.5,-0.17000000000007276,Low
5,96,173,123.53686,-49.46314239501953,-4.529999999999745,0.35000000000002274,Low
5,97,172,124.503746,-47.496253967285156,2.5799999999999272,-0.67999999999995,Low
5,98,171,124.3531,-46.64689636230469,5.400000000000546,-0.32000000000005,Low
5,99,170,124.09405,-45.90595245361328,-4.450000000000728,0.5499999999999545,Low
5,100,169,123.807495,-45.1925048828125,3.7899999999999636,-0.25,Low
5,101,168,122.95057,-45.04943084716797,-4.599999999999454,0.7800000000000864,Low
5,102,167,123.017296,-43.982704162597656,-1.5600000000004002,-0.07000000000005002,Low
5,103,166,118.59382,-47.40618133544922,12.230000000000473,-1.240000000000009,Low
5,104,165,120.09722,-44.90277862548828,-7.650000000000546,0.7400000000000091,Low
5,105,164,117.81793,-46.18206787109375,2.7700000000004366,0.38999999999998636,Low
5,106,163,117.24649,-45.753509521484375,-4.0700000000006185,-0.10000000000002274,Low
5,107,162,120.66618,-41.33381652832031,-1.5299999999997453,-0.2999999999999545,Low
5,108,161,110.70513,-50.29486846923828,-1.6199999999998909,0.4900000000000091,Low
5,109,160,117.793205,-42.20679473876953,0.11999999999989086,-0.5800000000000409,Low
5,110,159,119.460396,-39.53960418701172,1.6000000000003638,-0.4599999999999227,Low
5,111,158,117.69613,-40.303871154785156,8.639999999999418,0.5499999999999545,Low
5,112,157,118.56685,-38.43315124511719,-8.6299999999992,0.05999999999994543,Low
5,113,156,121.97521,-34.02478790283203,5.389999999999418,0.2900000000000773,Low
5,114,155,122.2598,-32.740196228027344,-6.960000000000036,-0.35000000000002274,Low
5,115,154,122.84363,-31.1563720703125,3.050000000000182,0.6499999999999773,Low
5,116,153,122.12573,-30.874267578125,-2.869999999999891,-1.2300000000000182,Low
5,117,152,121.8706,-30.12940216064453,2.5599999999994907,1.0300000000000864,Low
5,118,151,120.913086,-30.0869140625,-1.5499999999992724,-0.5300000000000864,Low
5,119,150,121.27197,-28.72802734375,4.469999999999345,0.21000000000003638,Low
5,120,149,118.55056,-30.449440002441406,2.9500000000007276,-0.2899999999999636,Low
5,121,148,120.56236,-27.437637329101562,-6.390000000000327,0.6100000000000136,Low
5,122,147,121.96393,-25.03607177734375,1.2799999999997453,-0.7900000000000773,Low
5,123,146,117.85931,-28.14069366455078,4.930000000000291,-0.12999999999999545,Low
5,124,145,118.2512,-26.748802185058594,-5.730000000000473,0.9800000000000182,Low
5,125,144,116.99802,-27.001983642578125,-1.5299999999997453,-0.8999999999999773,Low
5,126,143,112.5919,-30.408096313476562,2.180000000000291,0.12999999999999545,Low
5,127,142,112.30182,-29.69818115234375,0.5,0.5699999999999363,Low
5,128,141,114.60603,-26.393966674804688,-1.1000000000003638,-0.07999999999992724,Low
5,129,140,114.76371,-25.236289978027344,8.600000000000364,0.32999999999992724,Low
5,130,139,114.9858,-24.014198303222656,-4.869999999999891,0.39000000000010004,Low
5,131,138,111.04124,-26.958763122558594,0.019999999999527063,-0.8600000000000136,Low
5,132,137,111.84768,-25.152320861816406,1.3900000000003274,0.2199999999999136,Low
5,133,136,113.561874,-22.438125610351562,-5.119999999999891,-0.14999999999997726,Low
5,134,135,119.07659,-15.923408508300781,2.5299999999997453,-0.9599999999999227,Low
5,135,134,117.71265,-16.287353515625,1.0,0.6599999999999682,Low
5,136,133,117.03638,-15.963623046875,-1.5399999999999636,-0.4600000000000364,Low
5,137,132,113.807785,-18.192214965820312,8.569999999999709,0.7200000000000273,Low
5,138,131,116.56556,-14.434440612792969,-8.38000000000011,-0.57000000000005,Low
5,139,130,117.14619,-12.853813171386719,0.4500000000007276,0.6600000000000819,Low
5,140,129,114.95481,-14.045188903808594,0.7599999999993088,0.5,Low
5,141,128,115.5963,-12.403701782226562,-3.4099999999998545,-1.0900000000000318,Low
5,142,127,110.1983,-16.80169677734375,2.600000000000364,0.6200000000000045,Low
5,143,126,107.98803,-18.01197052001953,-0.4600000000000364,0.03999999999996362,Low
5,144,125,106.007675,-18.992324829101562,2.2600000000002183,-0.049999999999954525,Low
5,145,124,101.22435,-22.775650024414062,-1.1500000000005457,-0.04000000000007731,Low
5,146,123,97.59334,-25.406661987304688,1.1199999999998909,0.4600000000000364,Low
5,147,122,102.423256,-19.576744079589844,-0.2999999999992724,-0.7599999999999909,Low
5,148,121,103.300804,-17.699195861816406,3.6599999999998545,0.2300000000000182,Low
